target_names,direction1,direction2,direction3,direction4,direction5,direction6,direction7,direction8,target
k,17.102137767220903,17.814726840855105,18.52731591448931,15.20190023752969,13.30166270783848,2.850356294536817,7.363420427553444,7.8384798099762465,13
k,11.879432624113475,17.19858156028369,17.5531914893617,16.31205673758865,16.134751773049647,11.347517730496454,7.624113475177305,1.950354609929078,13
k,14.285714285714286,17.953667953667953,18.146718146718147,16.795366795366796,16.409266409266408,7.915057915057915,6.177606177606178,2.3166023166023164,13
k,15.614617940199336,16.611295681063122,18.6046511627907,15.614617940199336,15.282392026578073,5.647840531561462,7.641196013289036,4.983388704318937,13
k,15.844155844155843,17.66233766233766,18.7012987012987,16.363636363636363,16.1038961038961,5.454545454545454,6.233766233766233,3.636363636363636,13
k,17.804878048780488,18.048780487804876,19.26829268292683,18.048780487804876,17.073170731707318,2.1951219512195124,4.146341463414634,3.4146341463414633,13
k,13.091922005571032,16.991643454038996,17.827298050139277,16.434540389972145,15.877437325905293,9.192200557103064,7.520891364902507,3.064066852367688,13
k,16.709511568123393,17.99485861182519,18.50899742930591,13.367609254498714,12.339331619537274,3.8560411311053984,8.997429305912595,8.226221079691516,13
k,16.91394658753709,16.91394658753709,18.694362017804153,16.02373887240356,14.243323442136496,2.6706231454005933,7.418397626112759,7.121661721068248,13
k,12.89134438305709,17.495395948434624,17.679558011049725,15.469613259668508,14.917127071823204,9.760589318600369,8.103130755064457,3.6832412523020257,13
k,17.365269461077844,18.263473053892213,19.461077844311376,18.562874251497004,18.862275449101794,3.293413173652694,3.293413173652694,0.8982035928143712,13
k,16.08832807570978,17.981072555205046,18.92744479495268,17.665615141955836,17.665615141955836,5.047318611987381,4.73186119873817,1.892744479495268,13
k,18.565400843881857,18.143459915611814,19.831223628691983,17.29957805907173,17.721518987341774,1.6877637130801688,4.219409282700422,2.5316455696202533,13
k,17.636363636363637,18.0,18.545454545454547,13.272727272727273,10.90909090909091,1.8181818181818183,9.272727272727273,10.545454545454545,13
k,12.890625,17.3828125,17.96875,16.40625,16.6015625,9.9609375,7.03125,1.7578125,13
k,17.5,17.916666666666668,18.75,15.833333333333334,15.0,3.3333333333333335,6.25,5.416666666666667,13
k,13.389121338912133,17.15481171548117,17.99163179916318,16.10878661087866,15.899581589958158,9.205020920502092,7.322175732217573,2.928870292887029,13
k,13.123844731977819,16.635859519408502,17.92975970425139,17.00554528650647,16.081330868761555,8.872458410351202,7.208872458410352,3.1423290203327174,13
k,17.35294117647059,17.941176470588236,18.823529411764707,17.647058823529413,15.882352941176471,2.3529411764705883,5.0,5.0,13
k,13.518518518518517,17.037037037037035,17.59259259259259,14.259259259259258,12.592592592592592,8.148148148148147,9.62962962962963,7.222222222222221,13
k,14.092140921409213,16.260162601626014,18.69918699186992,16.531165311653115,17.073170731707314,7.588075880758807,7.317073170731707,2.4390243902439024,13
k,14.782608695652174,17.681159420289855,18.26086956521739,16.231884057971016,15.942028985507246,6.9565217391304355,6.666666666666667,3.4782608695652177,13
k,11.821086261980831,16.134185303514375,16.93290734824281,15.495207667731629,15.814696485623003,11.980830670926517,8.626198083067091,3.1948881789137378,13
